C0 (4060 genes)	C1 (1821 genes)	C2 (1008 genes)	C3 (1919 genes)	C4 (4920 genes)	C5 (2858 genes)	C6 (1913 genes)	C7 (256 genes)
Pele_NODE_184394_length_562_cov_235.382413_g115418_i0				Pele_NODE_19162_length_3618_cov_482.653597_g840_i8	Pele_NODE_79300_length_1560_cov_221.316073_g35755_i0		
Pele_NODE_184654_length_561_cov_12.690574_g115670_i0				Pele_NODE_19164_length_3618_cov_194.076446_g8712_i0	Pele_NODE_79314_length_1560_cov_74.397445_g35762_i0		
Pele_NODE_184874_length_560_cov_16.644764_g115886_i0				Pele_NODE_191659_length_532_cov_6.372549_g122513_i0	Pele_NODE_79342_length_1559_cov_3616.177658_g30103_i1		
Pele_NODE_1848_length_7390_cov_44.692907_g1017_i0				Pele_NODE_191914_length_531_cov_5.279476_g122763_i0	Pele_NODE_79367_length_1559_cov_141.392328_g35790_i0		
Pele_NODE_18495_length_3671_cov_157.557254_g8432_i0				Pele_NODE_192124_length_530_cov_38.877462_g122970_i0	Pele_NODE_79412_length_1558_cov_1385.906397_g29173_i1		
Pele_NODE_185087_length_559_cov_749.026749_g116094_i0				Pele_NODE_19242_length_3611_cov_2327.003674_g2429_i5	Pele_NODE_79416_length_1558_cov_475.589899_g35819_i0		
Pele_NODE_185156_length_559_cov_6.016461_g116155_i0				Pele_NODE_19259_length_3609_cov_386.814762_g7002_i1	Pele_NODE_79472_length_1557_cov_799.721698_g35843_i0		
Pele_NODE_185329_length_558_cov_200.624742_g116325_i0				Pele_NODE_19298_length_3605_cov_969.241223_g353_i17	Pele_NODE_79496_length_1557_cov_27.863881_g34900_i1		
Pele_NODE_185347_length_558_cov_47.758763_g116341_i0				Pele_NODE_19304_length_3605_cov_48.515006_g8770_i0	Pele_NODE_79752_length_1552_cov_641.519270_g5081_i33		
Pele_NODE_186037_length_555_cov_366.412863_g117021_i0				Pele_NODE_19318_length_3604_cov_119.732937_g8776_i0	Pele_NODE_79858_length_1550_cov_2607.339878_g35678_i1		
Pele_NODE_186336_length_554_cov_4.688150_g117312_i0				Pele_NODE_193205_length_526_cov_21.123620_g124032_i0	Pele_NODE_79887_length_1550_cov_36.526066_g36070_i0		
Pele_NODE_186564_length_553_cov_5.554167_g117533_i0				Pele_NODE_193510_length_525_cov_5.174779_g124333_i0	Pele_NODE_79926_length_1549_cov_234.051491_g36093_i0		
Pele_NODE_186608_length_553_cov_3.641667_g117576_i0				Pele_NODE_193560_length_525_cov_3.398230_g124382_i0	Pele_NODE_79969_length_1548_cov_719.048814_g4290_i8		
Pele_NODE_186842_length_552_cov_3.914405_g117805_i0				Pele_NODE_193581_length_525_cov_3.013274_g124403_i0	Pele_NODE_79972_length_1548_cov_384.252881_g33096_i1		
Pele_NODE_186997_length_551_cov_88.861925_g117957_i0				Pele_NODE_193699_length_524_cov_17848.363636_g124521_i0	Pele_NODE_79977_length_1548_cov_301.849492_g27361_i3		
Pele_NODE_18712_length_3655_cov_312.770519_g4035_i1				Pele_NODE_193734_length_524_cov_59.802661_g124555_i0	Pele_NODE_80230_length_1544_cov_186.681849_g36225_i0		
Pele_NODE_187247_length_550_cov_8.836478_g118199_i0				Pele_NODE_19395_length_3597_cov_298.589955_g167_i15	Pele_NODE_8026_length_4947_cov_357.615306_g3864_i0		
Pele_NODE_187261_length_550_cov_5.721174_g118213_i0				Pele_NODE_193998_length_523_cov_20.860000_g124814_i0	Pele_NODE_80275_length_1543_cov_463.167347_g36247_i0		
Pele_NODE_187306_length_550_cov_3.360587_g118258_i0				Pele_NODE_194249_length_522_cov_81.374165_g125062_i0	Pele_NODE_80276_length_1543_cov_371.863265_g36248_i0		
Pele_NODE_18741_length_3652_cov_1119.833194_g8537_i0				Pele_NODE_19448_length_3593_cov_1889.825284_g8608_i1	Pele_NODE_80303_length_1543_cov_35.048299_g14281_i2		
Pele_NODE_187425_length_549_cov_1832.903361_g118377_i0				Pele_NODE_19451_length_3593_cov_633.766761_g1906_i11	Pele_NODE_80510_length_1539_cov_879.783765_g20659_i1		
Pele_NODE_187439_length_549_cov_230.987395_g118386_i0				Pele_NODE_194762_length_520_cov_47.163311_g125568_i0	Pele_NODE_80518_length_1539_cov_174.388813_g36387_i0		
Pele_NODE_187677_length_548_cov_134.288421_g118616_i0				Pele_NODE_19478_length_3591_cov_680.595793_g6431_i1	Pele_NODE_80584_length_1538_cov_64.266894_g35848_i2		
Pele_NODE_187746_length_548_cov_3.787368_g118682_i0				Pele_NODE_194840_length_520_cov_3.147651_g125645_i0	Pele_NODE_80608_length_1537_cov_10874.758197_g278_i505		
Pele_NODE_187762_length_548_cov_3.048421_g118698_i0				Pele_NODE_194866_length_520_cov_2.774049_g125671_i0	Pele_NODE_80858_length_1533_cov_3193.900685_g36560_i0		
Pele_NODE_187873_length_547_cov_22995.213080_g118809_i0				Pele_NODE_19488_length_3590_cov_1044.763719_g8848_i0	Pele_NODE_80980_length_1531_cov_781.385460_g36611_i0		
Pele_NODE_188144_length_546_cov_42.057082_g119069_i0				Pele_NODE_19525_length_3588_cov_726.927169_g2311_i1	Pele_NODE_80984_length_1531_cov_358.562414_g36613_i0		
Pele_NODE_188645_length_544_cov_73.641189_g119560_i0				Pele_NODE_19554_length_3585_cov_851.620444_g7809_i1	Pele_NODE_81047_length_1530_cov_818.721345_g36645_i0		
Pele_NODE_188864_length_543_cov_149.410638_g119774_i0				Pele_NODE_195551_length_517_cov_231.894144_g126351_i0	Pele_NODE_81119_length_1529_cov_127.465659_g36677_i0		
Pele_NODE_188888_length_543_cov_28.587234_g119796_i0				Pele_NODE_19562_length_3585_cov_184.123007_g3805_i4	Pele_NODE_81229_length_1527_cov_1659.968363_g35147_i1		
Pele_NODE_188899_length_543_cov_14.765957_g119806_i0				Pele_NODE_19563_length_3585_cov_152.871014_g8876_i0	Pele_NODE_81410_length_1524_cov_1342.125431_g26391_i1		
Pele_NODE_188920_length_543_cov_6.834043_g119827_i0				Pele_NODE_19570_length_3584_cov_682.010253_g8881_i0	Pele_NODE_81521_length_1522_cov_236.499655_g36887_i0		
Pele_NODE_188962_length_543_cov_3.344681_g119868_i0				Pele_NODE_19580_length_3583_cov_846.605413_g8884_i0	Pele_NODE_81600_length_1521_cov_64.530387_g34895_i1		
Pele_NODE_189082_length_542_cov_6081.025586_g119988_i0				Pele_NODE_19592_length_3582_cov_168.551439_g3561_i2	Pele_NODE_81640_length_1520_cov_813.116102_g36281_i1		
Pele_NODE_189086_length_542_cov_1392.639659_g119992_i0				Pele_NODE_19603_length_3581_cov_482.927309_g8897_i0	Pele_NODE_81647_length_1520_cov_364.042156_g26198_i3		
Pele_NODE_189106_length_542_cov_202.125800_g120011_i0				Pele_NODE_196139_length_515_cov_4.443439_g126935_i0	Pele_NODE_81663_length_1520_cov_80.154112_g29697_i1		
Pele_NODE_189124_length_542_cov_86.720682_g120029_i0				Pele_NODE_196168_length_515_cov_3.585973_g126964_i0	Pele_NODE_81693_length_1519_cov_673.768326_g35302_i2		
Pele_NODE_189129_length_542_cov_62.686567_g120034_i0				Pele_NODE_19638_length_3578_cov_2138.421398_g164_i102	Pele_NODE_81748_length_1518_cov_2927.698962_g3050_i24		
Pele_NODE_189376_length_541_cov_54.683761_g120271_i0				Pele_NODE_196424_length_514_cov_4.328798_g127218_i0	Pele_NODE_81765_length_1518_cov_431.442907_g37013_i0		
Pele_NODE_189588_length_540_cov_549.038544_g120481_i0				Pele_NODE_19659_length_3576_cov_535.389666_g5902_i1	Pele_NODE_81791_length_1518_cov_39.023529_g37023_i0		
Pele_NODE_189837_length_539_cov_476.309013_g120724_i0				Pele_NODE_19663_length_3576_cov_242.174993_g8921_i0	Pele_NODE_81901_length_1516_cov_190.979903_g23364_i4		
Pele_NODE_18983_length_3631_cov_189.177066_g8640_i0				Pele_NODE_196692_length_513_cov_5.390909_g127483_i0	Pele_NODE_81946_length_1515_cov_8407.017337_g18400_i1		
Pele_NODE_190076_length_538_cov_842.139785_g120956_i0				Pele_NODE_19677_length_3575_cov_1655.226442_g7261_i3	Pele_NODE_82019_length_1514_cov_796.069396_g34_i25		
Pele_NODE_190091_length_538_cov_255.443011_g120969_i0				Pele_NODE_19724_length_3572_cov_273.365247_g8943_i0	Pele_NODE_82148_length_1512_cov_498.182766_g37202_i0		
Pele_NODE_190109_length_538_cov_44.296774_g120986_i0				Pele_NODE_197967_length_508_cov_301.331034_g128744_i0	Pele_NODE_82194_length_1511_cov_2806.703060_g37232_i0		
Pele_NODE_190351_length_537_cov_208.711207_g121222_i0				Pele_NODE_19798_length_3566_cov_1919.462353_g6241_i1	Pele_NODE_82199_length_1511_cov_736.724618_g37233_i0		
Pele_NODE_190378_length_537_cov_25.299569_g121249_i0				Pele_NODE_19853_length_3562_cov_12889.218974_g9005_i0	Pele_NODE_82255_length_1510_cov_548.605428_g35843_i1		
Pele_NODE_19054_length_3625_cov_919.936655_g8529_i1				Pele_NODE_198579_length_506_cov_5.127021_g129341_i0	Pele_NODE_82275_length_1510_cov_75.960334_g32003_i2		
Pele_NODE_190606_length_536_cov_36.725702_g121474_i0				Pele_NODE_198624_length_506_cov_3.277136_g129386_i0	Pele_NODE_8235_length_4908_cov_198.556774_g3970_i0		
Pele_NODE_190610_length_536_cov_32.930886_g121478_i0				Pele_NODE_19866_length_3561_cov_1199.030103_g9012_i0	Pele_NODE_82521_length_1506_cov_7709.994417_g6712_i4		
Pele_NODE_191067_length_534_cov_1159.800434_g121928_i0				Pele_NODE_1987_length_7276_cov_719.787450_g1081_i0	Pele_NODE_82527_length_1506_cov_1240.588276_g16045_i1		
Pele_NODE_19120_length_3621_cov_42.283540_g8693_i0				Pele_NODE_19887_length_3560_cov_1888.893892_g9023_i0	Pele_NODE_82701_length_1503_cov_19066.953846_g37494_i0		
Pele_NODE_191349_length_533_cov_305.528261_g122206_i0				Pele_NODE_19910_length_3558_cov_591.563271_g4802_i3	Pele_NODE_82774_length_1502_cov_879.944017_g164_i349		
Pele_NODE_191360_length_533_cov_77.313043_g122217_i0				Pele_NODE_199118_length_504_cov_136.691415_g129876_i0	Pele_NODE_82791_length_1502_cov_260.702589_g37539_i0		
Pele_NODE_191375_length_533_cov_30.204348_g122232_i0				Pele_NODE_199122_length_504_cov_94.798144_g129880_i0	Pele_NODE_82836_length_1501_cov_15908.688375_g25988_i2		
Pele_NODE_19156_length_3619_cov_27.334179_g8709_i0				Pele_NODE_199193_length_504_cov_3.556845_g129949_i0	Pele_NODE_8293_length_4895_cov_272.176483_g3050_i1		
Pele_NODE_192101_length_530_cov_1462.761488_g122948_i0				Pele_NODE_199205_length_504_cov_3.076566_g129961_i0	Pele_NODE_83014_length_1498_cov_1022.703158_g6610_i1		
Pele_NODE_192104_length_530_cov_946.656455_g122951_i0				Pele_NODE_199367_length_503_cov_122.379070_g130123_i0	Pele_NODE_83034_length_1498_cov_74.429474_g37661_i0		
Pele_NODE_192109_length_530_cov_290.809628_g122956_i0				Pele_NODE_199448_length_503_cov_3.606977_g130202_i0	Pele_NODE_8335_length_4885_cov_1252.011222_g2087_i4		
Pele_NODE_19215_length_3613_cov_32654.619209_g6979_i1				Pele_NODE_19981_length_3553_cov_773.110057_g1081_i6	Pele_NODE_83478_length_1491_cov_176.344852_g37886_i0		
Pele_NODE_192657_length_528_cov_256.945055_g123497_i0				Pele_NODE_19982_length_3553_cov_433.613793_g9069_i0	Pele_NODE_83604_length_1489_cov_595.506356_g28783_i1		
Pele_NODE_193164_length_526_cov_391.463576_g123991_i0				Pele_NODE_200007_length_501_cov_4.016355_g130759_i0	Pele_NODE_83605_length_1489_cov_579.267655_g37965_i0		
Pele_NODE_193182_length_526_cov_67.152318_g124009_i0				Pele_NODE_200048_length_501_cov_2.892523_g130800_i0	Pele_NODE_83618_length_1489_cov_209.641949_g16356_i3		
Pele_NODE_193438_length_525_cov_779.539823_g124264_i0				Pele_NODE_20035_length_3550_cov_181.444924_g3265_i5	Pele_NODE_83667_length_1488_cov_2517.662898_g38004_i0		
Pele_NODE_193727_length_524_cov_140.388027_g124548_i0				Pele_NODE_200490_length_499_cov_103.955399_g131239_i0	Pele_NODE_83760_length_1487_cov_27.163366_g38045_i0		
Pele_NODE_193968_length_523_cov_132.800000_g124786_i0				Pele_NODE_200552_length_499_cov_5.208920_g131300_i0	Pele_NODE_8389_length_4874_cov_211.779629_g4036_i0		
Pele_NODE_194477_length_521_cov_739.843750_g125286_i0				Pele_NODE_200563_length_499_cov_4.586854_g131311_i0	Pele_NODE_83935_length_1484_cov_258.426648_g30592_i2		
Pele_NODE_194749_length_520_cov_217.496644_g125556_i0				Pele_NODE_20078_length_3547_cov_76.598733_g9106_i0	Pele_NODE_83974_length_1483_cov_200.153191_g38151_i0		
Pele_NODE_194751_length_520_cov_169.968680_g125558_i0				Pele_NODE_200822_length_498_cov_5.656471_g131570_i0	Pele_NODE_84087_length_1481_cov_46.232955_g38206_i0		
Pele_NODE_194877_length_520_cov_2.545861_g125682_i0				Pele_NODE_200828_length_498_cov_5.063529_g131576_i0	Pele_NODE_8414_length_4870_cov_29.475922_g4049_i0		
Pele_NODE_195115_length_519_cov_3.262332_g125918_i0				Pele_NODE_200835_length_498_cov_4.774118_g131583_i0	Pele_NODE_84217_length_1479_cov_77.655761_g15045_i1		
Pele_NODE_195507_length_518_cov_1.480899_g126308_i0				Pele_NODE_20096_length_3545_cov_168.095622_g8788_i1	Pele_NODE_84273_length_1478_cov_374.261922_g38312_i0		
Pele_NODE_195571_length_517_cov_25.691441_g126371_i0				Pele_NODE_20138_length_3542_cov_147.129432_g8834_i1	Pele_NODE_84321_length_1477_cov_3112.846154_g12259_i3		
Pele_NODE_195577_length_517_cov_20.740991_g126377_i0				Pele_NODE_201392_length_496_cov_6.780142_g132134_i0	Pele_NODE_8449_length_4864_cov_1172.216239_g64_i122		
Pele_NODE_196072_length_515_cov_116.979638_g126868_i0				Pele_NODE_201641_length_495_cov_9.483412_g132381_i0	Pele_NODE_84772_length_1470_cov_1796.629205_g8998_i3		
Pele_NODE_196314_length_514_cov_3746.907029_g127110_i0				Pele_NODE_20168_length_3539_cov_204.976342_g9139_i0	Pele_NODE_84779_length_1470_cov_934.036507_g20601_i5		
Pele_NODE_196327_length_514_cov_480.213152_g127123_i0				Pele_NODE_2016_length_7242_cov_162.540522_g1096_i0	Pele_NODE_84794_length_1470_cov_327.902649_g38583_i0		
Pele_NODE_196612_length_513_cov_1975.286364_g127406_i0				Pele_NODE_20185_length_3538_cov_54.990476_g9032_i1	Pele_NODE_84808_length_1470_cov_98.910523_g38587_i0		
Pele_NODE_196626_length_513_cov_225.022727_g127419_i0				Pele_NODE_20187_length_3538_cov_36.231746_g9150_i0	Pele_NODE_84929_length_1468_cov_73.451613_g164_i356		
Pele_NODE_196653_length_513_cov_42.234091_g127444_i0				Pele_NODE_20209_length_3536_cov_1809.342189_g2423_i8	Pele_NODE_85117_length_1465_cov_106.903017_g38750_i0		
Pele_NODE_196700_length_513_cov_4.909091_g127491_i0				Pele_NODE_20228_length_3535_cov_215.809648_g7353_i1	Pele_NODE_85214_length_1463_cov_99.233094_g38801_i0		
Pele_NODE_196715_length_513_cov_4.043182_g127506_i0				Pele_NODE_20334_length_3527_cov_37.120440_g9214_i0	Pele_NODE_85249_length_1462_cov_3966.331893_g29123_i4		
Pele_NODE_196914_length_512_cov_38.576310_g127703_i0				Pele_NODE_2033_length_7225_cov_375.609200_g863_i1	Pele_NODE_85399_length_1460_cov_48.253785_g33046_i2		
Pele_NODE_19757_length_3570_cov_777.144124_g164_i104				Pele_NODE_20369_length_3524_cov_2215.183135_g9230_i0	Pele_NODE_85499_length_1458_cov_344.455596_g31469_i1		
Pele_NODE_197700_length_509_cov_511.504587_g128482_i0				Pele_NODE_204190_length_486_cov_304.336562_g134907_i0	Pele_NODE_85572_length_1457_cov_318.348988_g39002_i0		
Pele_NODE_198005_length_508_cov_19.524138_g128779_i0				Pele_NODE_20449_length_3519_cov_657.887406_g4572_i1	Pele_NODE_8595_length_4837_cov_536.685348_g3028_i1		
Pele_NODE_198219_length_507_cov_7971.509217_g128992_i0				Pele_NODE_20450_length_3519_cov_363.742600_g775_i12	Pele_NODE_86013_length_1450_cov_609.332607_g19705_i1		
Pele_NODE_198253_length_507_cov_50.799539_g129023_i0				Pele_NODE_204539_length_485_cov_22.024272_g135251_i0	Pele_NODE_86072_length_1449_cov_255.250727_g39248_i0		
Pele_NODE_198529_length_506_cov_46.993072_g129293_i0				Pele_NODE_204575_length_485_cov_6.699029_g135287_i0	Pele_NODE_8619_length_4833_cov_65.936134_g4130_i0		
Pele_NODE_19900_length_3559_cov_855.760184_g8529_i2				Pele_NODE_20481_length_3517_cov_186.253775_g8829_i1	Pele_NODE_86322_length_1445_cov_677.319242_g38580_i1		
Pele_NODE_199084_length_504_cov_3685.519722_g129844_i0				Pele_NODE_20485_length_3517_cov_108.221254_g9278_i0	Pele_NODE_86382_length_1444_cov_747.776076_g39403_i0		
Pele_NODE_199108_length_504_cov_336.134571_g129867_i0				Pele_NODE_2048_length_7208_cov_542.064050_g840_i1	Pele_NODE_86391_length_1444_cov_428.443472_g39407_i0		
Pele_NODE_199374_length_503_cov_81.769767_g130129_i0				Pele_NODE_20499_length_3515_cov_671.016560_g9284_i0	Pele_NODE_86454_length_1443_cov_4382.292701_g20378_i3		
Pele_NODE_199629_length_502_cov_616.149184_g130383_i0				Pele_NODE_2052_length_7205_cov_110.480510_g1111_i0	Pele_NODE_86644_length_1440_cov_23088.896123_g16789_i1		
Pele_NODE_199633_length_502_cov_303.489510_g130387_i0				Pele_NODE_20567_length_3511_cov_125.994764_g8522_i1	Pele_NODE_86896_length_1436_cov_77.458547_g16763_i3		
Pele_NODE_199940_length_501_cov_22.114486_g130693_i0				Pele_NODE_205745_length_481_cov_177.602941_g136449_i0	Pele_NODE_86960_length_1435_cov_129.019824_g6564_i6		
Pele_NODE_199944_length_501_cov_17.705607_g130697_i0				Pele_NODE_20577_length_3510_cov_1913.106488_g2211_i3	Pele_NODE_87140_length_1432_cov_480.582781_g15322_i6		
Pele_NODE_20021_length_3551_cov_33.954859_g9083_i0				Pele_NODE_20625_length_3507_cov_687.406232_g9343_i0	Pele_NODE_87212_length_1431_cov_320.378498_g39872_i0		
Pele_NODE_200463_length_499_cov_2834.140845_g131212_i0				Pele_NODE_207054_length_477_cov_26.334158_g137753_i0	Pele_NODE_87273_length_1430_cov_243.849668_g6577_i25		
Pele_NODE_200479_length_499_cov_187.631455_g131228_i0				Pele_NODE_20748_length_3500_cov_59.864313_g9397_i0	Pele_NODE_87325_length_1429_cov_10431.848083_g39931_i0		
Pele_NODE_200508_length_499_cov_17.030516_g131256_i0				Pele_NODE_20752_length_3499_cov_835.976357_g32_i73	Pele_NODE_87399_length_1428_cov_740.787454_g39972_i0		
Pele_NODE_200760_length_498_cov_190.164706_g131508_i0				Pele_NODE_20796_length_3496_cov_10102.101957_g386_i113	Pele_NODE_87526_length_1426_cov_696.827790_g40036_i0		
Pele_NODE_20089_length_3546_cov_82.732508_g9108_i0				Pele_NODE_20800_length_3496_cov_387.978966_g9418_i0	Pele_NODE_87532_length_1426_cov_459.947524_g40039_i0		
Pele_NODE_20092_length_3546_cov_36.260294_g9110_i0				Pele_NODE_20816_length_3495_cov_211.089129_g9425_i0	Pele_NODE_8770_length_4806_cov_94.706951_g4189_i1		
Pele_NODE_201068_length_497_cov_244.068396_g131814_i0				Pele_NODE_20822_length_3494_cov_4702.770827_g9429_i0	Pele_NODE_87835_length_1421_cov_35723.270772_g40219_i0		
Pele_NODE_201077_length_497_cov_88.974057_g131823_i0				Pele_NODE_20826_length_3494_cov_342.465069_g9430_i0	Pele_NODE_87904_length_1420_cov_1031.079436_g11999_i8		
Pele_NODE_201378_length_496_cov_13.222222_g132121_i0				Pele_NODE_208326_length_473_cov_5.682500_g139019_i0	Pele_NODE_87977_length_1419_cov_277.283061_g40297_i0		
Pele_NODE_201379_length_496_cov_12.338061_g132122_i0				Pele_NODE_20874_length_3491_cov_253.251609_g9446_i0	Pele_NODE_87992_length_1419_cov_112.531204_g40304_i0		
Pele_NODE_201877_length_494_cov_208.320665_g132617_i0				Pele_NODE_20910_length_3489_cov_474.697307_g9457_i0	Pele_NODE_88156_length_1416_cov_2517.357409_g40389_i0		
Pele_NODE_201894_length_494_cov_33.520190_g132634_i0				Pele_NODE_20911_length_3489_cov_363.827283_g164_i110	Pele_NODE_88168_length_1416_cov_962.897990_g40392_i0		
Pele_NODE_202031_length_494_cov_2.465558_g132770_i0				Pele_NODE_2093_length_7175_cov_178.002253_g1131_i0	Pele_NODE_88182_length_1416_cov_241.708861_g30914_i2		
Pele_NODE_20236_length_3534_cov_226.545507_g9171_i0				Pele_NODE_209542_length_469_cov_213.671717_g140232_i0	Pele_NODE_88241_length_1415_cov_194.772727_g19659_i10		
Pele_NODE_202423_length_492_cov_209.167064_g133157_i0				Pele_NODE_20988_length_3484_cov_1052.262093_g3465_i7	Pele_NODE_88256_length_1415_cov_49.058122_g40433_i0		
Pele_NODE_202431_length_492_cov_121.770883_g133164_i0				Pele_NODE_21007_length_3483_cov_341.624340_g9497_i0	Pele_NODE_8825_length_4797_cov_6837.825360_g4126_i1		
Pele_NODE_20244_length_3534_cov_26.736203_g9175_i0				Pele_NODE_21104_length_3477_cov_101.958578_g9537_i0	Pele_NODE_8831_length_4795_cov_528.308979_g278_i92		
Pele_NODE_20247_length_3533_cov_1156.509538_g9178_i0				Pele_NODE_2110_length_7167_cov_159.716098_g1141_i0	Pele_NODE_88351_length_1413_cov_607.115672_g40498_i0		
Pele_NODE_20251_length_3533_cov_109.208382_g9179_i0				Pele_NODE_21116_length_3476_cov_85.388775_g9543_i0	Pele_NODE_88749_length_1407_cov_170.829085_g40709_i0		
Pele_NODE_202685_length_491_cov_179.789474_g133416_i0				Pele_NODE_211230_length_464_cov_12.503836_g141912_i0	Pele_NODE_8878_length_4785_cov_1376.479202_g3308_i5		
Pele_NODE_202714_length_491_cov_18.770335_g133445_i0				Pele_NODE_21169_length_3471_cov_708.992054_g9343_i1	Pele_NODE_88790_length_1406_cov_746.710428_g37498_i1		
Pele_NODE_203251_length_489_cov_5047.668269_g133980_i0				Pele_NODE_21171_length_3471_cov_502.874926_g9570_i0	Pele_NODE_8879_length_4785_cov_595.338073_g278_i93		
Pele_NODE_20337_length_3527_cov_16.271280_g9216_i0				Pele_NODE_21188_length_3470_cov_583.397115_g9578_i0	Pele_NODE_88852_length_1405_cov_1778.758258_g33640_i2		
Pele_NODE_20391_length_3523_cov_285.095362_g9242_i0				Pele_NODE_21204_length_3469_cov_744.890165_g3856_i1	Pele_NODE_89046_length_1402_cov_603.362679_g24171_i2		
Pele_NODE_204212_length_486_cov_42.554479_g134929_i0				Pele_NODE_21210_length_3469_cov_204.219081_g3212_i2	Pele_NODE_89112_length_1401_cov_1322.807229_g40918_i0		
Pele_NODE_204523_length_485_cov_105.531553_g135237_i0				Pele_NODE_21224_length_3468_cov_1201.879823_g9593_i0	Pele_NODE_89188_length_1400_cov_89.792766_g21077_i7		
Pele_NODE_204562_length_485_cov_8.361650_g135274_i0				Pele_NODE_212288_length_461_cov_30.631443_g142966_i0	Pele_NODE_89312_length_1398_cov_3032.182642_g13719_i2		
Pele_NODE_204835_length_484_cov_41.807786_g135545_i0				Pele_NODE_21229_length_3468_cov_278.279823_g9595_i0	Pele_NODE_89395_length_1397_cov_581.387462_g41066_i0		
Pele_NODE_204843_length_484_cov_21.467153_g135553_i0				Pele_NODE_21295_length_3463_cov_513.475516_g9614_i0	Pele_NODE_89554_length_1394_cov_2624.534444_g41158_i0		
Pele_NODE_20488_length_3517_cov_44.540650_g9279_i0				Pele_NODE_21373_length_3457_cov_691.400709_g9653_i0	Pele_NODE_89563_length_1394_cov_270.299773_g41160_i0		
Pele_NODE_205168_length_483_cov_8.839024_g135876_i0				Pele_NODE_214127_length_456_cov_3.694517_g144801_i0	Pele_NODE_89611_length_1393_cov_3984.181818_g41189_i0		
Pele_NODE_205463_length_482_cov_141.618582_g136170_i0				Pele_NODE_21416_length_3454_cov_246.438036_g9667_i0	Pele_NODE_8992_length_4768_cov_159.889670_g4122_i1		
Pele_NODE_205752_length_481_cov_130.029412_g136456_i0				Pele_NODE_21422_length_3453_cov_1444.864201_g874_i2	Pele_NODE_90028_length_1387_cov_954.271689_g5016_i5		
Pele_NODE_205771_length_481_cov_24.904412_g136475_i0				Pele_NODE_21428_length_3453_cov_178.090237_g651_i2	Pele_NODE_90047_length_1387_cov_173.330289_g41434_i0		
Pele_NODE_205831_length_481_cov_4.066176_g136534_i0				Pele_NODE_21451_length_3451_cov_912.307578_g9684_i0	Pele_NODE_90307_length_1383_cov_170.453435_g41575_i0		
Pele_NODE_20615_length_3508_cov_170.022416_g9335_i0				Pele_NODE_21478_length_3449_cov_3622.103081_g9700_i0	Pele_NODE_90784_length_1376_cov_203.733691_g28907_i1		
Pele_NODE_206390_length_479_cov_2758.913793_g137093_i0				Pele_NODE_21479_length_3449_cov_1284.810427_g7062_i2	Pele_NODE_90797_length_1376_cov_53.539524_g25057_i2		
Pele_NODE_206436_length_479_cov_12.334975_g137136_i0				Pele_NODE_21483_length_3449_cov_222.727488_g1974_i10	Pele_NODE_90997_length_1373_cov_691.323077_g10484_i10		
Pele_NODE_20659_length_3505_cov_2043.359557_g2506_i17				Pele_NODE_21485_length_3449_cov_204.866114_g9703_i0	Pele_NODE_91283_length_1369_cov_289.741512_g42109_i0		
Pele_NODE_206721_length_478_cov_51.962963_g137421_i0				Pele_NODE_21496_length_3448_cov_1196.565037_g9710_i0	Pele_NODE_91408_length_1367_cov_455.312210_g42176_i0		
Pele_NODE_20715_length_3502_cov_67.735491_g9388_i0				Pele_NODE_215083_length_453_cov_65.355263_g145757_i0	Pele_NODE_91423_length_1367_cov_74.377898_g42184_i0		
Pele_NODE_207344_length_476_cov_95.196030_g138040_i0				Pele_NODE_21515_length_3447_cov_641.636633_g9719_i0	Pele_NODE_91459_length_1366_cov_288.790410_g29569_i1		
Pele_NODE_20734_length_3500_cov_26650.565217_g64_i333				Pele_NODE_21538_length_3445_cov_1595.710854_g9730_i0	Pele_NODE_91515_length_1365_cov_2415.812693_g31939_i1		
Pele_NODE_20765_length_3499_cov_79.225628_g9401_i0				Pele_NODE_21542_length_3445_cov_419.204923_g4913_i5	Pele_NODE_91567_length_1364_cov_12150.127033_g27274_i1		
Pele_NODE_20781_length_3498_cov_11.119708_g9409_i0				Pele_NODE_21575_length_3443_cov_512.350742_g9744_i0	Pele_NODE_91573_length_1364_cov_1773.986832_g42276_i0		
Pele_NODE_207989_length_474_cov_7.401496_g138683_i0				Pele_NODE_21594_length_3442_cov_212.184921_g9754_i0	Pele_NODE_91645_length_1363_cov_289.241860_g33740_i1		
Pele_NODE_208243_length_473_cov_663.850000_g138937_i0				Pele_NODE_21605_length_3441_cov_555.606888_g9285_i2	Pele_NODE_91837_length_1360_cov_274.756022_g41099_i1		
Pele_NODE_208245_length_473_cov_548.302500_g138939_i0				Pele_NODE_216215_length_450_cov_4.079576_g146886_i0	Pele_NODE_91899_length_1359_cov_324.938569_g42453_i0		
Pele_NODE_208251_length_473_cov_331.330000_g138945_i0				Pele_NODE_21626_length_3440_cov_167.147609_g3265_i6	Pele_NODE_92106_length_1356_cov_156.330475_g42568_i0		
Pele_NODE_208261_length_473_cov_117.975000_g138955_i0				Pele_NODE_21682_length_3436_cov_36.783824_g6026_i2	Pele_NODE_92110_length_1356_cov_55.822292_g41692_i2		
Pele_NODE_208304_length_473_cov_17.135000_g138997_i0				Pele_NODE_21687_length_3435_cov_870.785247_g9781_i0	Pele_NODE_92150_length_1355_cov_590.482059_g42595_i0		
